"Population by Mother tongue","Number"
"Bantawa",""
"Female","266"
"Male","210"
"Bhujel",""
"Female","35"
"Male","33"
"Dungmali",""
"Female","2160"
"Male","1852"
"Khaling",""
"Female","21"
"Male","13"
"Limbu",""
"Female","8"
"Male","11"
"Magar",""
"Female","139"
"Male","115"
"Maithili",""
"Female","4"
"Male","10"
"Nepali",""
"Female","4520"
"Male","3965"
"Newar",""
"Female","170"
"Male","132"
"Others",""
"Female","22"
"Male","13"
"Rai",""
"Female","166"
"Male","131"
"Sherpa",""
"Female","106"
"Male","69"
"Tamang",""
"Female","659"
"Male","564"
