"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","303"
"Male","264"
"Chhetri",""
"Female","2578"
"Male","2276"
"Dalit Others",""
"Female","18"
"Male","19"
"Damai/Dholi",""
"Female","246"
"Male","203"
"Gharti/Bhujel",""
"Female","98"
"Male","97"
"Kami",""
"Female","310"
"Male","273"
"Limbu",""
"Female","9"
"Male","11"
"Magar",""
"Female","208"
"Male","158"
"Newar",""
"Female","438"
"Male","349"
"Others",""
"Female","27"
"Male","19"
"Rai",""
"Female","2997"
"Male","2581"
"Sarki",""
"Female","141"
"Male","97"
"Sherpa",""
"Female","110"
"Male","71"
"Tamang",""
"Female","793"
"Male","700"
