"Population by Caste Ethinicity","Number"
"Badi",""
"Female","34"
"Male","31"
"","65"
"Brahman - Hill",""
"Female","122"
"Male","82"
"","204"
"Chhetri",""
"Female","7189"
"Male","6094"
"","13283"
"Damai/Dholi",""
"Female","395"
"Male","288"
"","683"
"Kami",""
"Female","1242"
"Male","1012"
"","2254"
"Magar",""
"Female","1218"
"Male","1049"
"","2267"
"Musalman",""
"Female","16"
"Male","9"
"","25"
"Others",""
"Female","11"
"Male","10"
"","21"
"Sarki",""
"Female","17"
"Male","20"
"","37"
"Thakuri",""
"Female","321"
"Male","244"
"","565"
