"Population by Mother tongue","Number"
"Bangla",""
"Female","4"
"Male","8"
"","12"
"Bhojpuri",""
"Female","1112"
"Male","1100"
"","2212"
"Gurung",""
"Female","486"
"Male","402"
"","888"
"Hindi",""
"Female","23"
"Male","31"
"","54"
"Kumal",""
"Female","194"
"Male","166"
"","360"
"Magar",""
"Female","6260"
"Male","5045"
"","11305"
"Maithili",""
"Female","63"
"Male","68"
"","131"
"Nepali",""
"Female","9054"
"Male","7121"
"","16175"
"Newar",""
"Female","253"
"Male","207"
"","460"
"Others",""
"Female","30"
"Male","21"
"","51"
"Rai",""
"Female","9"
"Male","6"
"","15"
"Sign Language",""
"Female","13"
"Male","17"
"","30"
"Tamang",""
"Female","200"
"Male","182"
"","382"
"Tharu",""
"Female","444"
"Male","378"
"","822"
"Urdu",""
"Female","24"
"Male","22"
"","46"
