"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","394"
"Cow Dung","5"
"Electricity Fuel","4"
"KeroseneFuel","28"
"LP Gas","528"
"Not Sated about Fuel","37"
"OthersFuel","6"
"Wood/FireWood","5914"
"Total","6916"
