"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","939"
"Cow Dung","12"
"Electricity","14"
"Kerosene","50"
"LP Gas","4185"
"Not stated","40"
"Others","10"
"Wood/Firewood","5172"
"Total","10422"
