"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","70"
"Male","145"
"Chepang",""
"Female","16"
"Male","15"
"Dura",""
"Female","11"
"Male","4"
"Gurung",""
"Female","5241"
"Male","4026"
"Hindi",""
"Female","10"
"Male","27"
"Hyolmo/Yholmo",""
"Female","26"
"Male","21"
"Limbu",""
"Female","6"
"Male","6"
"Magar",""
"Female","284"
"Male","242"
"Maithili",""
"Female","20"
"Male","27"
"Nepali",""
"Female","14066"
"Male","11430"
"Newar",""
"Female","445"
"Male","432"
"Others",""
"Female","24"
"Male","32"
"Rai",""
"Female","30"
"Male","35"
"Sign Language",""
"Female","8"
"Male","6"
"Tamang",""
"Female","1374"
"Male","1161"
"Tharu",""
"Female","8"
"Male","26"
"Urdu",""
"Female","47"
"Male","35"
