"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","4"
"LP Gas","4"
"Not Sated about Fuel","17"
"OthersFuel","3"
"Wood/FireWood","4230"
"Total","4259"
