"Population by Caste Ethinicity","Number"
"Badi",""
"Female","166"
"Male","129"
"","295"
"Bangali",""
"Female","12"
"Male","6"
"","18"
"Brahman - Hill",""
"Female","1962"
"Male","1536"
"","3498"
"Chhetri",""
"Female","5490"
"Male","4161"
"","9651"
"Dalit Others",""
"Female","731"
"Male","612"
"","1343"
"Damai/Dholi",""
"Female","360"
"Male","249"
"","609"
"Kami",""
"Female","2079"
"Male","1516"
"","3595"
"Lohar",""
"Female","187"
"Male","123"
"","310"
"Magar",""
"Female","164"
"Male","142"
"","306"
"Newar",""
"Female","9"
"Male","7"
"","16"
"Others",""
"Female","8"
"Male","8"
"","16"
"Sanyasi/Dasnami",""
"Female","157"
"Male","106"
"","263"
"Sarki",""
"Female","301"
"Male","185"
"","486"
"Terai Others",""
"Female","33"
"Male","29"
"","62"
"Thakuri",""
"Female","251"
"Male","184"
"","435"
