"Population by Mother tongue","Number"
"Bajjika",""
"Female","10584"
"Male","11915"
"Bhojpuri",""
"Female","889"
"Male","969"
"Hindi",""
"Female","172"
"Male","187"
"Magar",""
"Female","6"
"Male","5"
"Maithili",""
"Female","1209"
"Male","1252"
"Nepali",""
"Female","926"
"Male","954"
"Newar",""
"Female","25"
"Male","24"
"Not Reported",""
"Female","30"
"Male","52"
"Others",""
"Female","26"
"Male","25"
"Rajsthani",""
"Female","114"
"Male","123"
"Urdu",""
"Female","2658"
"Male","2775"
"Yakkha",""
"Female","8"
"Male","9"
