"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","258"
"Cow Dung","14994"
"Electricity Fuel","34"
"KeroseneFuel","1067"
"LP Gas","14970"
"Not Sated about Fuel","1123"
"OthersFuel","265"
"Wood/FireWood","62805"
"Total","95516"
