"Number of households by type of outer wall","Number"
"BambooWall","49473"
"Cement Bonded Bricks/Stone Wall","35836"
"Mud Bonded Bricks/Stone Wall","2849"
"Not Stated about Wall","1506"
"Other Type Wall","1447"
"Unbaked Bricks","127"
"Wood/Planks","4278"
"Total","95516"
