"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","7"
"Gurung",""
"Female","304"
"Male","248"
"Limbu",""
"Female","3293"
"Male","2798"
"Magar",""
"Female","78"
"Male","71"
"Maithili",""
"Female","42"
"Male","70"
"Nepali",""
"Female","5284"
"Male","4663"
"Newar",""
"Female","445"
"Male","375"
"Not Reported",""
"Female","24"
"Male","9"
"Others",""
"Female","28"
"Male","26"
"Rai",""
"Female","131"
"Male","112"
"Sherpa",""
"Female","173"
"Male","139"
"Tamang",""
"Female","736"
"Male","586"
"Yakkha",""
"Female","6"
"Male","5"
