"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1383"
"Male","1310"
"Chhetri",""
"Female","2049"
"Male","1782"
"Dalit Others",""
"Female","11"
"Male","5"
"Damai/Dholi",""
"Female","337"
"Male","296"
"Gharti/Bhujel",""
"Female","90"
"Male","73"
"Gurung",""
"Female","309"
"Male","254"
"Hajam/Thakur",""
"Female","6"
"Male","8"
"Kami",""
"Female","572"
"Male","507"
"Limbu",""
"Female","3460"
"Male","2926"
"Magar",""
"Female","113"
"Male","100"
"Majhi",""
"Female","15"
"Male","21"
"Mallaha",""
"Female","3"
"Male","9"
"Musalman",""
"Female","13"
"Male","8"
"Newar",""
"Female","650"
"Male","546"
"Others",""
"Female","28"
"Male","28"
"Rai",""
"Female","160"
"Male","148"
"Sanyasi/Dasnami",""
"Female","16"
"Male","9"
"Sarki",""
"Female","216"
"Male","184"
"Sherpa",""
"Female","186"
"Male","153"
"Tamang",""
"Female","913"
"Male","728"
"Tharu",""
"Female","13"
"Male","9"
"Yakkha",""
"Female","7"
"Male","5"
