"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","14"
"Cow Dung","3"
"Electricity","6"
"Kerosene","9"
"LP Gas","870"
"Not stated","8"
"Others","9"
"Wood/Firewood","3676"
"Total","4595"
