"Population by Five Years Age Group","Number"
"0-4",""
"Female","1209"
"Male","1321"
"10-14",""
"Female","1400"
"Male","1417"
"15-19",""
"Female","1032"
"Male","934"
"20-24",""
"Female","886"
"Male","682"
"25-29",""
"Female","829"
"Male","738"
"30-34",""
"Female","565"
"Male","567"
"35-39",""
"Female","563"
"Male","548"
"40-44",""
"Female","392"
"Male","442"
"45-49",""
"Female","330"
"Male","345"
"50-54",""
"Female","250"
"Male","292"
"55-59",""
"Female","212"
"Male","237"
"5-9",""
"Female","1463"
"Male","1461"
"60-64",""
"Female","197"
"Male","218"
"65-69",""
"Female","129"
"Male","142"
"70-74",""
"Female","106"
"Male","72"
"75+",""
"Female","93"
"Male","85"
