"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","3028"
"Electricity Fuel","5"
"KeroseneFuel","43"
"LP Gas","45"
"Not Sated about Fuel","48"
"OthersFuel","28"
"Wood/FireWood","799"
"Total","4003"
