"Population by Caste Ethinicity","Number"
"Badi",""
"Female","5"
"Male","8"
"","13"
"Bhote",""
"Female","175"
"Male","10"
"","185"
"Brahman - Hill",""
"Female","67"
"Male","158"
"","225"
"Chhetri",""
"Female","914"
"Male","1044"
"","1958"
"Damai/Dholi",""
"Female","60"
"Male","50"
"","110"
"Gharti/Bhujel",""
"Female","37"
"Male","39"
"","76"
"Gurung",""
"Female","66"
"Male","82"
"","148"
"Hyolmo",""
"Female","25"
"Male","22"
"","47"
"Jirel",""
"Female","8"
"Male","5"
"","13"
"Kami",""
"Female","752"
"Male","768"
"","1520"
"Magar",""
"Female","107"
"Male","144"
"","251"
"Newar",""
"Female","1054"
"Male","1128"
"","2182"
"Others",""
"Female","37"
"Male","49"
"","86"
"Rai",""
"Female","17"
"Male","11"
"","28"
"Sarki",""
"Female","3"
"Male","8"
"","11"
"Sherpa",""
"Female","2374"
"Male","2252"
"","4626"
"Tamang",""
"Female","2075"
"Male","2197"
"","4272"
"Teli",""
"Female","3"
"Male","11"
"","14"
"Thami",""
"Female","416"
"Male","422"
"","838"
"Tharu",""
"Female","5"
"Male","23"
"","28"
