"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","258"
"Cow Dung","14994"
"Electricity","34"
"Kerosene","1067"
"LP Gas","14970"
"Not stated","1123"
"Others","265"
"Wood/Firewood","62805"
"Total","95516"
