"Population by Mother tongue","Number"
"Bantawa",""
"Female","3570"
"Male","3302"
"Chamling",""
"Female","43"
"Male","39"
"Khaling",""
"Female","64"
"Male","59"
"Magar",""
"Female","862"
"Male","775"
"Maithili",""
"Female","4"
"Male","21"
"Nepali",""
"Female","4498"
"Male","4200"
"Newar",""
"Female","107"
"Male","99"
"Not Reported",""
"Female","9"
"Male","8"
"Others",""
"Female","9"
"Male","15"
"Rai",""
"Female","126"
"Male","129"
"Sherpa",""
"Female","291"
"Male","236"
"Tamang",""
"Female","121"
"Male","119"
"Thulung",""
"Female","8"
"Male","6"
