"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","19"
"Electricity","0"
"Kerosene","9"
"LP Gas","1"
"Not stated","2"
"Others","2"
"Wood/Firewood","3639"
"Total","3677"
