"Population by Mother tongue","Number"
"Bajjika",""
"Female","9558"
"Male","9957"
"","19515"
"Bhojpuri",""
"Female","3284"
"Male","3433"
"","6717"
"Doteli",""
"Female","10"
"Male","14"
"","24"
"Hindi",""
"Female","4"
"Male","7"
"","11"
"Kham",""
"Female","46"
"Male","42"
"","88"
"Magar",""
"Female","71"
"Male","76"
"","147"
"Maithili",""
"Female","370"
"Male","354"
"","724"
"Nepali",""
"Female","1429"
"Male","1508"
"","2937"
"Newar",""
"Female","91"
"Male","96"
"","187"
"Not Reported",""
"Female","13"
"Male","12"
"","25"
"Others",""
"Female","18"
"Male","7"
"","25"
"Sunuwar",""
"Female","20"
"Male","31"
"","51"
"Tamang",""
"Female","60"
"Male","74"
"","134"
"Thami",""
"Female","6"
"Male","6"
"","12"
"Tharu",""
"Female","1242"
"Male","1254"
"","2496"
"Urdu",""
"Female","1631"
"Male","1584"
"","3215"
