"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","114"
"Cow Dung","2026"
"Electricity Fuel","1"
"KeroseneFuel","63"
"LP Gas","34"
"Not Sated about Fuel","64"
"OthersFuel","5"
"Wood/FireWood","3326"
"Total","5633"
