"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","173"
"Christianity","74"
"Hindu","32255"
"Islam","3765"
"Jainism","1"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","40"
"Total","36308"
