"Population by Caste Ethinicity","Number"
"Badi",""
"Female","12"
"Male","13"
"","25"
"Brahman - Hill",""
"Female","6757"
"Male","5934"
"","12691"
"Chhetri",""
"Female","6917"
"Male","5985"
"","12902"
"Damai/Dholi",""
"Female","358"
"Male","278"
"","636"
"Danuwar",""
"Female","20"
"Male","10"
"","30"
"Gharti/Bhujel",""
"Female","234"
"Male","242"
"","476"
"Gurung",""
"Female","91"
"Male","73"
"","164"
"Halwai",""
"Female","11"
"Male","8"
"","19"
"Kalwar",""
"Female","4"
"Male","18"
"","22"
"Kami",""
"Female","311"
"Male","235"
"","546"
"Magar",""
"Female","178"
"Male","142"
"","320"
"Musalman",""
"Female","21"
"Male","36"
"","57"
"Newar",""
"Female","4513"
"Male","4153"
"","8666"
"Others",""
"Female","43"
"Male","47"
"","90"
"Pahari",""
"Female","170"
"Male","155"
"","325"
"Rai",""
"Female","119"
"Male","103"
"","222"
"Sanyasi/Dasnami",""
"Female","207"
"Male","163"
"","370"
"Sarki",""
"Female","393"
"Male","324"
"","717"
"Tamang",""
"Female","4310"
"Male","3785"
"","8095"
"Teli",""
"Female","8"
"Male","7"
"","15"
"Terai Others",""
"Female","33"
"Male","27"
"","60"
"Thakuri",""
"Female","36"
"Male","29"
"","65"
"Thami",""
"Female","19"
"Male","23"
"","42"
"Tharu",""
"Female","14"
"Male","9"
"","23"
"Yadav",""
"Female","8"
"Male","9"
"","17"
