"Population by Religion","Number"
"Bahai","4"
"Bon","1"
"Buddism","7648"
"Christianity","814"
"Hindu","38854"
"Islam","58"
"Jainism","0"
"Kirat","6"
"Prakriti","5"
"Sikhism","0"
"Undefined","159"
"Total","47549"
