"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","126"
"Cow Dung","5"
"Electricity Fuel","4"
"KeroseneFuel","80"
"LP Gas","2569"
"Not Sated about Fuel","72"
"OthersFuel","5"
"Wood/FireWood","7335"
"Total","10196"
