"Population by Mother tongue","Number"
"Achhami",""
"Female","77853"
"Male","64278"
"","142131"
"Assami",""
"Female","12"
"Male","7"
"","19"
"Avadhi",""
"Female","51"
"Male","63"
"","114"
"Baitadeli",""
"Female","144253"
"Male","126792"
"","271045"
"Bajhangi",""
"Female","36071"
"Male","31203"
"","67274"
"Bajureli",""
"Female","5672"
"Male","4926"
"","10598"
"Bangla",""
"Female","68"
"Male","91"
"","159"
"Baram",""
"Female","23"
"Male","5"
"","28"
"Bhojpuri",""
"Female","598"
"Male","640"
"","1238"
"Bhujel",""
"Female","19"
"Male","14"
"","33"
"Bote",""
"Female","143"
"Male","148"
"","291"
"Byansi",""
"Female","180"
"Male","174"
"","354"
"Chamling",""
"Female","26"
"Male","19"
"","45"
"Chinese",""
"Female","3"
"Male","11"
"","14"
"Dadeldhuri",""
"Female","241"
"Male","227"
"","468"
"Dailekhi",""
"Female","1633"
"Male","1437"
"","3070"
"Darchuleli",""
"Female","3003"
"Male","2736"
"","5739"
"Dhuleli",""
"Female","173"
"Male","165"
"","338"
"Doteli",""
"Female","414226"
"Male","357069"
"","771295"
"Dzonkha",""
"Female","6"
"Male","5"
"","11"
"English",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","560"
"Male","466"
"","1026"
"Hindi",""
"Female","3673"
"Male","4415"
"","8088"
"Jumli",""
"Female","413"
"Male","367"
"","780"
"Kham",""
"Female","1312"
"Male","1305"
"","2617"
"Khamchi (Raute)",""
"Female","172"
"Male","197"
"","369"
"Khash",""
"Female","63"
"Male","53"
"","116"
"Lapcha",""
"Female","345"
"Male","290"
"","635"
"Limbu",""
"Female","29"
"Male","28"
"","57"
"Magar",""
"Female","11553"
"Male","11242"
"","22795"
"Maithili",""
"Female","4041"
"Male","4574"
"","8615"
"Majhi",""
"Female","36"
"Male","37"
"","73"
"Meche",""
"Female","20"
"Male","17"
"","37"
"Nepali",""
"Female","397449"
"Male","360866"
"","758315"
"Newar",""
"Female","720"
"Male","674"
"","1394"
"Not Reported",""
"Female","424"
"Male","386"
"","810"
"Others",""
"Female","1966"
"Male","2141"
"","4107"
"Pahari",""
"Female","13"
"Male","9"
"","22"
"Punjabi",""
"Female","52"
"Male","53"
"","105"
"Rai",""
"Female","90"
"Male","89"
"","179"
"Rajbanshi",""
"Female","11"
"Male","10"
"","21"
"Raji",""
"Female","1022"
"Male","956"
"","1978"
"Rajsthani",""
"Female","37"
"Male","52"
"","89"
"Santhali",""
"Female","33"
"Male","21"
"","54"
"Sherpa",""
"Female","477"
"Male","457"
"","934"
"Sign Language",""
"Female","162"
"Male","150"
"","312"
"Sonaha",""
"Female","32"
"Male","30"
"","62"
"Surel",""
"Female","75"
"Male","75"
"","150"
"Tamang",""
"Female","4190"
"Male","3578"
"","7768"
"Thakali",""
"Female","24"
"Male","21"
"","45"
"Tharu",""
"Female","218360"
"Male","214700"
"","433060"
"Tibetan",""
"Female","6"
"Male","6"
"","12"
"Uranw/Urau",""
"Female","61"
"Male","60"
"","121"
"Urdu",""
"Female","981"
"Male","986"
"","1967"
