"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","36"
"Male","25"
"Brahman - Hill",""
"Female","2662"
"Male","2666"
"Chhetri",""
"Female","2632"
"Male","2573"
"Damai/Dholi",""
"Female","804"
"Male","820"
"Gurung",""
"Female","34"
"Male","40"
"Kami",""
"Female","2665"
"Male","2694"
"Lohar",""
"Female","8"
"Male","10"
"Magar",""
"Female","620"
"Male","586"
"Others",""
"Female","11"
"Male","7"
"Sanyasi/Dasnami",""
"Female","76"
"Male","75"
"Sarki",""
"Female","272"
"Male","281"
"Tamang",""
"Female","129"
"Male","146"
"Thakuri",""
"Female","3140"
"Male","3137"
