"Population by Religion","Number"
"Bahai","4"
"Bon","1"
"Buddism","29905"
"Christianity","300"
"Hindu","548081"
"Islam","57004"
"Jainism","188"
"Kirat","395"
"Prakriti","78"
"Sikhism","0"
"Undefined","3328"
"Total","639284"
