"Number of households by type of outer wall","Number"
"BambooWall","84001"
"Cement Bonded Bricks/Stone Wall","25367"
"Mud Bonded Bricks/Stone Wall","6349"
"Not Stated about Wall","2506"
"Other Type Wall","1093"
"Unbaked Bricks","237"
"Wood/Planks","1511"
"Total","121064"
