"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","12"
"Male","15"
"Bantaba",""
"Female","73"
"Male","64"
"Bhote",""
"Female","83"
"Male","82"
"Brahman - Hill",""
"Female","4466"
"Male","4158"
"Chamling",""
"Female","14"
"Male","7"
"Chepang /Praja",""
"Female","6"
"Male","5"
"Chhetri",""
"Female","3936"
"Male","3763"
"Damai/Dholi",""
"Female","400"
"Male","388"
"Ghale",""
"Female","16"
"Male","10"
"Gharti/Bhujel",""
"Female","213"
"Male","205"
"Gurung",""
"Female","647"
"Male","613"
"Hajam/Thakur",""
"Female","19"
"Male","28"
"Halkhor",""
"Female","8"
"Male","6"
"Halwai",""
"Female","57"
"Male","55"
"Hyolmo",""
"Female","435"
"Male","416"
"Kami",""
"Female","619"
"Male","612"
"Kathabaniyan",""
"Female","19"
"Male","17"
"Kayastha",""
"Female","13"
"Male","12"
"Kewat",""
"Female","22"
"Male","17"
"Khawas",""
"Female","17"
"Male","10"
"Koiri/Kushwaha",""
"Female","10"
"Male","2"
"Kulung",""
"Female","48"
"Male","46"
"Lepcha",""
"Female","719"
"Male","773"
"Limbu",""
"Female","1490"
"Male","1462"
"Magar",""
"Female","790"
"Male","726"
"Marwadi",""
"Female","70"
"Male","107"
"Mewahang Bala",""
"Female","10"
"Male","6"
"Musalman",""
"Female","26"
"Male","61"
"Newar",""
"Female","1522"
"Male","1468"
"Others",""
"Female","51"
"Male","58"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","6"
"Punjabi/Sikh",""
"Female","12"
"Male","14"
"Rai",""
"Female","7554"
"Male","7358"
"Rajbansi",""
"Female","12"
"Male","17"
"Sanyasi/Dasnami",""
"Female","214"
"Male","211"
"Sarki",""
"Female","89"
"Male","100"
"Satar/ Santhal",""
"Female","11"
"Male","9"
"Sherpa",""
"Female","552"
"Male","502"
"Sunuwar",""
"Female","412"
"Male","394"
"Tajpuriya",""
"Female","7"
"Male","7"
"Tamang",""
"Female","3537"
"Male","3401"
"Teli",""
"Female","49"
"Male","54"
"Terai Others",""
"Female","15"
"Male","19"
"Thakali",""
"Female","11"
"Male","1"
"Thakuri",""
"Female","50"
"Male","54"
"Thami",""
"Female","175"
"Male","200"
"Tharu",""
"Female","15"
"Male","14"
"Undefined Others",""
"Female","95"
"Male","102"
"Yadav",""
"Female","11"
"Male","12"
"Yakkha",""
"Female","164"
"Male","163"
"Yamphu",""
"Female","39"
"Male","37"
