"Population by Five Years Age Group","Number"
"0-4",""
"Female","1657"
"Male","1716"
"10-14",""
"Female","3198"
"Male","3168"
"15-19",""
"Female","3266"
"Male","3058"
"20-24",""
"Female","2935"
"Male","2370"
"25-29",""
"Female","2769"
"Male","2236"
"30-34",""
"Female","2420"
"Male","2077"
"35-39",""
"Female","2068"
"Male","1882"
"40-44",""
"Female","1755"
"Male","1791"
"45-49",""
"Female","1541"
"Male","1607"
"50-54",""
"Female","1369"
"Male","1510"
"55-59",""
"Female","1034"
"Male","1191"
"5-9",""
"Female","2650"
"Male","2697"
"60-64",""
"Female","770"
"Male","916"
"65-69",""
"Female","557"
"Male","704"
"70-74",""
"Female","406"
"Male","503"
"75+",""
"Female","469"
"Male","667"
