"Population by Mother tongue","Number"
"Bangla",""
"Female","208"
"Male","206"
"Bhojpuri",""
"Female","16"
"Male","8"
"Hindi",""
"Female","8"
"Male","6"
"Lapcha",""
"Female","46"
"Male","41"
"Magar",""
"Female","19"
"Male","15"
"Maithili",""
"Female","8714"
"Male","8850"
"Nepali",""
"Female","100"
"Male","84"
"Newar",""
"Female","12"
"Male","6"
"Not Reported",""
"Female","24"
"Male","26"
"Others",""
"Female","24"
"Male","23"
"Rai",""
"Female","17"
"Male","10"
"Rajsthani",""
"Female","35"
"Male","36"
"Tamang",""
"Female","13"
"Male","14"
"Uranw/Urau",""
"Female","386"
"Male","366"
"Urdu",""
"Female","11085"
"Male","10448"
