"Population by Five Years Age Group","Number"
"0-4",""
"Female","2593"
"Male","2709"
"10-14",""
"Female","3065"
"Male","3180"
"15-19",""
"Female","1862"
"Male","2149"
"20-24",""
"Female","1656"
"Male","1272"
"25-29",""
"Female","1615"
"Male","1227"
"30-34",""
"Female","1496"
"Male","1105"
"35-39",""
"Female","1212"
"Male","1111"
"40-44",""
"Female","888"
"Male","913"
"45-49",""
"Female","818"
"Male","800"
"50-54",""
"Female","657"
"Male","673"
"55-59",""
"Female","565"
"Male","631"
"5-9",""
"Female","3055"
"Male","3252"
"60-64",""
"Female","475"
"Male","522"
"65-69",""
"Female","337"
"Male","395"
"70-74",""
"Female","207"
"Male","235"
"75+",""
"Female","206"
"Male","189"
