"Population by Mother tongue","Number"
"Hindi",""
"Female","12"
"Male","17"
"","29"
"Kham",""
"Female","74"
"Male","76"
"","150"
"Magar",""
"Female","86"
"Male","64"
"","150"
"Maithili",""
"Female","5"
"Male","8"
"","13"
"Nepali",""
"Female","15268"
"Male","12481"
"","27749"
"Newar",""
"Female","14"
"Male","10"
"","24"
"Not Reported",""
"Female","13"
"Male","15"
"","28"
"Others",""
"Female","1"
"Male","4"
"","5"
"Tharu",""
"Female","1"
"Male","16"
"","17"
"Urdu",""
"Female","24"
"Male","24"
"","48"
