"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","764"
"Christianity","69"
"Hindu","27178"
"Islam","153"
"Jainism","0"
"Kirat","0"
"Prakriti","9"
"Sikhism","0"
"Undefined","40"
"Total","28213"
