"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","216"
"Male","188"
"","404"
"Bote",""
"Female","6"
"Male","7"
"","13"
"Brahman - Hill",""
"Female","18"
"Male","129"
"","147"
"Chhetri",""
"Female","22"
"Male","68"
"","90"
"Damai/Dholi",""
"Female","19"
"Male","34"
"","53"
"Ghale",""
"Female","206"
"Male","208"
"","414"
"Gurung",""
"Female","1655"
"Male","1672"
"","3327"
"Kami",""
"Female","105"
"Male","116"
"","221"
"Magar",""
"Female","61"
"Male","74"
"","135"
"Newar",""
"Female","39"
"Male","47"
"","86"
"Others",""
"Female","29"
"Male","62"
"","91"
"Rai",""
"Female","15"
"Male","16"
"","31"
"Sarki",""
"Female","2"
"Male","10"
"","12"
"Sherpa",""
"Female","7"
"Male","9"
"","16"
"Tamang",""
"Female","391"
"Male","345"
"","736"
"Thakali",""
"Female","21"
"Male","30"
"","51"
