"Population by Religion","Number"
"Bahai","0"
"Bon","31"
"Buddism","3606"
"Christianity","93"
"Hindu","2562"
"Islam","4"
"Jainism","2"
"Kirat","1"
"Prakriti","14"
"Sikhism","0"
"Undefined","225"
"Total","6538"
