"Population by Five Years Age Group","Number"
"0-4",""
"Female","697"
"Male","692"
"10-14",""
"Female","1057"
"Male","1001"
"15-19",""
"Female","803"
"Male","829"
"20-24",""
"Female","736"
"Male","760"
"25-29",""
"Female","705"
"Male","760"
"30-34",""
"Female","607"
"Male","618"
"35-39",""
"Female","544"
"Male","559"
"40-44",""
"Female","477"
"Male","520"
"45-49",""
"Female","348"
"Male","420"
"50-54",""
"Female","320"
"Male","392"
"55-59",""
"Female","236"
"Male","274"
"5-9",""
"Female","913"
"Male","952"
"60-64",""
"Female","241"
"Male","268"
"65-69",""
"Female","179"
"Male","174"
"70-74",""
"Female","175"
"Male","164"
"75+",""
"Female","181"
"Male","170"
