"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","8"
"Male","23"
"Gurung",""
"Female","10"
"Male","9"
"Hyolmo/Yholmo",""
"Female","27"
"Male","25"
"Magar",""
"Female","26"
"Male","46"
"Maithili",""
"Female","8"
"Male","37"
"Nepali",""
"Female","4150"
"Male","4446"
"Newar",""
"Female","407"
"Male","467"
"Others",""
"Female","19"
"Male","20"
"Sherpa",""
"Female","2369"
"Male","2277"
"Tamang",""
"Female","972"
"Male","1030"
"Thami",""
"Female","29"
"Male","43"
"Tibetan",""
"Female","175"
"Male","8"
