"Population by Single Year of Age","Number"
"0",""
"Female","1119"
"Male","1254"
"1",""
"Female","1042"
"Male","1141"
"10",""
"Female","1640"
"Male","1904"
"11",""
"Female","1646"
"Male","1740"
"12",""
"Female","1841"
"Male","2012"
"13",""
"Female","1868"
"Male","1896"
"14",""
"Female","1941"
"Male","1946"
"15",""
"Female","1901"
"Male","1902"
"16",""
"Female","1912"
"Male","1882"
"17",""
"Female","1787"
"Male","1723"
"18",""
"Female","2049"
"Male","2043"
"19",""
"Female","1625"
"Male","1426"
"2",""
"Female","993"
"Male","1112"
"20",""
"Female","1976"
"Male","1716"
"21",""
"Female","1503"
"Male","1330"
"22",""
"Female","1974"
"Male","1760"
"23",""
"Female","1642"
"Male","1319"
"24",""
"Female","1793"
"Male","1463"
"25",""
"Female","1836"
"Male","1549"
"26",""
"Female","1513"
"Male","1270"
"27",""
"Female","1435"
"Male","1197"
"28",""
"Female","1685"
"Male","1412"
"29",""
"Female","961"
"Male","919"
"3",""
"Female","1050"
"Male","1084"
"30",""
"Female","2070"
"Male","1657"
"31",""
"Female","772"
"Male","838"
"32",""
"Female","1349"
"Male","1215"
"33",""
"Female","887"
"Male","815"
"34",""
"Female","859"
"Male","834"
"35",""
"Female","1730"
"Male","1591"
"36",""
"Female","1013"
"Male","929"
"37",""
"Female","824"
"Male","720"
"38",""
"Female","1083"
"Male","977"
"39",""
"Female","658"
"Male","643"
"4",""
"Female","1216"
"Male","1284"
"40",""
"Female","1831"
"Male","1708"
"41",""
"Female","639"
"Male","605"
"42",""
"Female","945"
"Male","940"
"43",""
"Female","649"
"Male","630"
"44",""
"Female","595"
"Male","606"
"45",""
"Female","1357"
"Male","1256"
"46",""
"Female","685"
"Male","646"
"47",""
"Female","540"
"Male","557"
"48",""
"Female","810"
"Male","845"
"49",""
"Female","488"
"Male","542"
"5",""
"Female","1330"
"Male","1420"
"50",""
"Female","1318"
"Male","1388"
"51",""
"Female","453"
"Male","540"
"52",""
"Female","559"
"Male","725"
"53",""
"Female","402"
"Male","467"
"54",""
"Female","391"
"Male","443"
"55",""
"Female","740"
"Male","808"
"56",""
"Female","400"
"Male","474"
"57",""
"Female","355"
"Male","425"
"58",""
"Female","428"
"Male","461"
"59",""
"Female","278"
"Male","331"
"6",""
"Female","1301"
"Male","1458"
"60",""
"Female","826"
"Male","819"
"61",""
"Female","257"
"Male","330"
"62",""
"Female","297"
"Male","344"
"63",""
"Female","221"
"Male","215"
"64",""
"Female","225"
"Male","212"
"65",""
"Female","555"
"Male","465"
"66",""
"Female","226"
"Male","265"
"67",""
"Female","273"
"Male","293"
"68",""
"Female","310"
"Male","325"
"69",""
"Female","129"
"Male","149"
"7",""
"Female","1476"
"Male","1591"
"70",""
"Female","516"
"Male","405"
"71",""
"Female","134"
"Male","141"
"72",""
"Female","192"
"Male","191"
"73",""
"Female","164"
"Male","144"
"74",""
"Female","104"
"Male","113"
"75",""
"Female","293"
"Male","241"
"76",""
"Female","109"
"Male","104"
"77",""
"Female","108"
"Male","141"
"78",""
"Female","219"
"Male","197"
"79",""
"Female","76"
"Male","80"
"8",""
"Female","1446"
"Male","1649"
"80",""
"Female","190"
"Male","147"
"81",""
"Female","58"
"Male","65"
"82",""
"Female","74"
"Male","64"
"83",""
"Female","63"
"Male","79"
"84",""
"Female","82"
"Male","74"
"85",""
"Female","367"
"Male","315"
"9",""
"Female","1472"
"Male","1575"
