"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2761"
"Cow Dung","43"
"Electricity","89"
"Kerosene","564"
"LP Gas","14442"
"Not stated","114"
"Others","271"
"Wood/Firewood","15986"
"Total","34270"
