"Population by Five Years Age Group","Number"
"0-4",""
"Female","866"
"Male","936"
"10-14",""
"Female","1626"
"Male","1579"
"15-19",""
"Female","1462"
"Male","1140"
"20-24",""
"Female","907"
"Male","661"
"25-29",""
"Female","740"
"Male","582"
"30-34",""
"Female","646"
"Male","586"
"35-39",""
"Female","661"
"Male","570"
"40-44",""
"Female","624"
"Male","601"
"45-49",""
"Female","573"
"Male","531"
"50-54",""
"Female","508"
"Male","499"
"55-59",""
"Female","411"
"Male","396"
"5-9",""
"Female","1304"
"Male","1307"
"60-64",""
"Female","362"
"Male","373"
"65-69",""
"Female","287"
"Male","269"
"70-74",""
"Female","214"
"Male","189"
"75+",""
"Female","303"
"Male","256"
