"Population by Caste Ethinicity","Number"
"Badi",""
"Female","43"
"Male","33"
"","76"
"Bangali",""
"Female","7"
"Male","9"
"","16"
"Bin",""
"Female","17"
"Male","15"
"","32"
"Brahman - Hill",""
"Female","10743"
"Male","9737"
"","20480"
"Brahman - Tarai",""
"Female","9"
"Male","10"
"","19"
"Chamling",""
"Female","29"
"Male","25"
"","54"
"Chhetri",""
"Female","9951"
"Male","8579"
"","18530"
"Dalit Others",""
"Female","89"
"Male","76"
"","165"
"Damai/Dholi",""
"Female","2207"
"Male","1899"
"","4106"
"Dom",""
"Female","14"
"Male","15"
"","29"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","4"
"","11"
"Gharti/Bhujel",""
"Female","216"
"Male","195"
"","411"
"Gurung",""
"Female","1938"
"Male","1755"
"","3693"
"Hajam/Thakur",""
"Female","5"
"Male","7"
"","12"
"Halwai",""
"Female","9"
"Male","9"
"","18"
"Kami",""
"Female","3545"
"Male","2941"
"","6486"
"Khaling",""
"Female","23"
"Male","22"
"","45"
"Kulung",""
"Female","6"
"Male","7"
"","13"
"Limbu",""
"Female","42798"
"Male","37397"
"","80195"
"Magar",""
"Female","3406"
"Male","2885"
"","6291"
"Majhi",""
"Female","280"
"Male","243"
"","523"
"Marwadi",""
"Female","9"
"Male","17"
"","26"
"Musalman",""
"Female","11"
"Male","23"
"","34"
"Newar",""
"Female","1416"
"Male","1250"
"","2666"
"Others",""
"Female","244"
"Male","224"
"","468"
"Pattharkatta/ Kushwadiya",""
"Female","6"
"Male","6"
"","12"
"Rai",""
"Female","13934"
"Male","12378"
"","26312"
"Rajbansi",""
"Female","23"
"Male","49"
"","72"
"Samgpang",""
"Female","124"
"Male","116"
"","240"
"Sanyasi/Dasnami",""
"Female","499"
"Male","401"
"","900"
"Sarki",""
"Female","464"
"Male","442"
"","906"
"Sherpa",""
"Female","364"
"Male","320"
"","684"
"Sonar",""
"Female","24"
"Male","27"
"","51"
"Sunuwar",""
"Female","1010"
"Male","905"
"","1915"
"Tamang",""
"Female","7409"
"Male","6164"
"","13573"
"Teli",""
"Female","39"
"Male","66"
"","105"
"Terai Others",""
"Female","2"
"Male","12"
"","14"
"Thakuri",""
"Female","6"
"Male","12"
"","18"
"Tharu",""
"Female","38"
"Male","53"
"","91"
"Thulung",""
"Female","49"
"Male","32"
"","81"
"Undefined Others",""
"Female","218"
"Male","193"
"","411"
"Yadav",""
"Female","16"
"Male","50"
"","66"
"Yakkha",""
"Female","334"
"Male","307"
"","641"
