"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","2134"
"Electricity Fuel","1"
"KeroseneFuel","143"
"LP Gas","366"
"Not Sated about Fuel","71"
"OthersFuel","10"
"Wood/FireWood","6602"
"Total","9333"
