"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2438"
"Male","1857"
"","4295"
"Chhetri",""
"Female","5259"
"Male","4160"
"","9419"
"Damai/Dholi",""
"Female","510"
"Male","328"
"","838"
"Gharti/Bhujel",""
"Female","389"
"Male","335"
"","724"
"Kami",""
"Female","1734"
"Male","1388"
"","3122"
"Magar",""
"Female","587"
"Male","478"
"","1065"
"Newar",""
"Female","59"
"Male","51"
"","110"
"Others",""
"Female","14"
"Male","14"
"","28"
"Sanyasi/Dasnami",""
"Female","166"
"Male","114"
"","280"
"Sarki",""
"Female","628"
"Male","483"
"","1111"
"Thakuri",""
"Female","510"
"Male","397"
"","907"
