"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","31"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","4796"
"Total","4857"
