"Population by Five Years Age Group","Number"
"0-4",""
"Female","1141"
"Male","1219"
"10-14",""
"Female","1350"
"Male","1275"
"15-19",""
"Female","890"
"Male","970"
"20-24",""
"Female","814"
"Male","786"
"25-29",""
"Female","856"
"Male","742"
"30-34",""
"Female","819"
"Male","625"
"35-39",""
"Female","693"
"Male","692"
"40-44",""
"Female","592"
"Male","564"
"45-49",""
"Female","478"
"Male","513"
"50-54",""
"Female","400"
"Male","370"
"55-59",""
"Female","380"
"Male","439"
"5-9",""
"Female","1608"
"Male","1652"
"60-64",""
"Female","382"
"Male","350"
"65-69",""
"Female","257"
"Male","278"
"70-74",""
"Female","219"
"Male","181"
"75+",""
"Female","144"
"Male","163"
