"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","5"
"Electricity","0"
"Kerosene","17"
"LP Gas","68"
"Not stated","7"
"Others","0"
"Wood/Firewood","5768"
"Total","5868"
