"Population by Five Years Age Group","Number"
"0-4",""
"Female","1683"
"Male","1713"
"10-14",""
"Female","2263"
"Male","2221"
"15-19",""
"Female","1855"
"Male","1330"
"20-24",""
"Female","1391"
"Male","588"
"25-29",""
"Female","1196"
"Male","445"
"30-34",""
"Female","870"
"Male","408"
"35-39",""
"Female","830"
"Male","413"
"40-44",""
"Female","796"
"Male","431"
"45-49",""
"Female","636"
"Male","452"
"50-54",""
"Female","599"
"Male","456"
"55-59",""
"Female","453"
"Male","404"
"5-9",""
"Female","2044"
"Male","2056"
"60-64",""
"Female","401"
"Male","404"
"65-69",""
"Female","326"
"Male","310"
"70-74",""
"Female","226"
"Male","236"
"75+",""
"Female","245"
"Male","250"
