"Population by Single Year of Age","Number"
"0",""
"Female","289"
"Male","287"
"1",""
"Female","333"
"Male","333"
"10",""
"Female","471"
"Male","492"
"11",""
"Female","416"
"Male","442"
"12",""
"Female","488"
"Male","504"
"13",""
"Female","425"
"Male","393"
"14",""
"Female","463"
"Male","390"
"15",""
"Female","416"
"Male","404"
"16",""
"Female","371"
"Male","300"
"17",""
"Female","385"
"Male","249"
"18",""
"Female","388"
"Male","243"
"19",""
"Female","295"
"Male","134"
"2",""
"Female","325"
"Male","327"
"20",""
"Female","309"
"Male","165"
"21",""
"Female","242"
"Male","117"
"22",""
"Female","343"
"Male","119"
"23",""
"Female","253"
"Male","84"
"24",""
"Female","244"
"Male","103"
"25",""
"Female","322"
"Male","120"
"26",""
"Female","236"
"Male","75"
"27",""
"Female","248"
"Male","81"
"28",""
"Female","248"
"Male","111"
"29",""
"Female","142"
"Male","58"
"3",""
"Female","344"
"Male","345"
"30",""
"Female","317"
"Male","111"
"31",""
"Female","107"
"Male","58"
"32",""
"Female","181"
"Male","87"
"33",""
"Female","130"
"Male","72"
"34",""
"Female","135"
"Male","80"
"35",""
"Female","308"
"Male","110"
"36",""
"Female","160"
"Male","75"
"37",""
"Female","125"
"Male","75"
"38",""
"Female","144"
"Male","88"
"39",""
"Female","93"
"Male","65"
"4",""
"Female","392"
"Male","421"
"40",""
"Female","316"
"Male","148"
"41",""
"Female","94"
"Male","53"
"42",""
"Female","162"
"Male","97"
"43",""
"Female","120"
"Male","76"
"44",""
"Female","104"
"Male","57"
"45",""
"Female","241"
"Male","123"
"46",""
"Female","85"
"Male","65"
"47",""
"Female","99"
"Male","91"
"48",""
"Female","126"
"Male","97"
"49",""
"Female","85"
"Male","76"
"5",""
"Female","349"
"Male","405"
"50",""
"Female","222"
"Male","154"
"51",""
"Female","97"
"Male","72"
"52",""
"Female","123"
"Male","93"
"53",""
"Female","78"
"Male","55"
"54",""
"Female","79"
"Male","82"
"55",""
"Female","140"
"Male","127"
"56",""
"Female","81"
"Male","76"
"57",""
"Female","84"
"Male","67"
"58",""
"Female","85"
"Male","74"
"59",""
"Female","63"
"Male","60"
"6",""
"Female","399"
"Male","395"
"60",""
"Female","153"
"Male","139"
"61",""
"Female","79"
"Male","85"
"62",""
"Female","69"
"Male","66"
"63",""
"Female","44"
"Male","51"
"64",""
"Female","56"
"Male","63"
"65",""
"Female","110"
"Male","83"
"66",""
"Female","42"
"Male","40"
"67",""
"Female","83"
"Male","88"
"68",""
"Female","58"
"Male","59"
"69",""
"Female","33"
"Male","40"
"7",""
"Female","446"
"Male","411"
"70",""
"Female","96"
"Male","102"
"71",""
"Female","34"
"Male","40"
"72",""
"Female","39"
"Male","35"
"73",""
"Female","33"
"Male","33"
"74",""
"Female","24"
"Male","26"
"75",""
"Female","47"
"Male","43"
"76",""
"Female","17"
"Male","27"
"77",""
"Female","18"
"Male","12"
"78",""
"Female","30"
"Male","31"
"79",""
"Female","16"
"Male","21"
"8",""
"Female","412"
"Male","425"
"80",""
"Female","30"
"Male","34"
"81",""
"Female","16"
"Male","15"
"82",""
"Female","9"
"Male","15"
"83",""
"Female","8"
"Male","9"
"84",""
"Female","10"
"Male","8"
"85",""
"Female","44"
"Male","35"
"9",""
"Female","438"
"Male","420"
