"Population by Mother tongue","Number"
"Bantawa",""
"Female","67"
"Male","56"
"","123"
"Bhojpuri",""
"Female","8"
"Male","9"
"","17"
"Chamling",""
"Female","1508"
"Male","1366"
"","2874"
"Gurung",""
"Female","23"
"Male","14"
"","37"
"Magar",""
"Female","3265"
"Male","2905"
"","6170"
"Maithili",""
"Female","102"
"Male","128"
"","230"
"Nepali",""
"Female","5231"
"Male","4828"
"","10059"
"Newar",""
"Female","64"
"Male","63"
"","127"
"Not Reported",""
"Female","9"
"Male","11"
"","20"
"Others",""
"Female","49"
"Male","45"
"","94"
"Rai",""
"Female","576"
"Male","521"
"","1097"
"Sampang",""
"Female","16"
"Male","12"
"","28"
"Sherpa",""
"Female","112"
"Male","83"
"","195"
"Tamang",""
"Female","1266"
"Male","1131"
"","2397"
"Tharu",""
"Female","6"
"Male","7"
"","13"
