"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","20"
"Electricity Fuel","0"
"KeroseneFuel","16"
"LP Gas","41"
"Not Sated about Fuel","26"
"OthersFuel","2"
"Wood/FireWood","4560"
"Total","4666"
