"Population by Single Year of Age","Number"
"0",""
"Female","114"
"Male","111"
"1",""
"Female","81"
"Male","90"
"10",""
"Female","213"
"Male","193"
"11",""
"Female","151"
"Male","165"
"12",""
"Female","202"
"Male","209"
"13",""
"Female","153"
"Male","157"
"14",""
"Female","171"
"Male","146"
"15",""
"Female","148"
"Male","154"
"16",""
"Female","157"
"Male","152"
"17",""
"Female","112"
"Male","115"
"18",""
"Female","128"
"Male","127"
"19",""
"Female","68"
"Male","56"
"2",""
"Female","111"
"Male","128"
"20",""
"Female","125"
"Male","92"
"21",""
"Female","77"
"Male","62"
"22",""
"Female","100"
"Male","67"
"23",""
"Female","56"
"Male","41"
"24",""
"Female","80"
"Male","59"
"25",""
"Female","109"
"Male","88"
"26",""
"Female","72"
"Male","48"
"27",""
"Female","60"
"Male","49"
"28",""
"Female","91"
"Male","66"
"29",""
"Female","42"
"Male","29"
"3",""
"Female","121"
"Male","152"
"30",""
"Female","120"
"Male","127"
"31",""
"Female","39"
"Male","42"
"32",""
"Female","88"
"Male","53"
"33",""
"Female","50"
"Male","37"
"34",""
"Female","47"
"Male","27"
"35",""
"Female","135"
"Male","116"
"36",""
"Female","50"
"Male","56"
"37",""
"Female","46"
"Male","37"
"38",""
"Female","52"
"Male","48"
"39",""
"Female","32"
"Male","18"
"4",""
"Female","144"
"Male","134"
"40",""
"Female","156"
"Male","126"
"41",""
"Female","42"
"Male","39"
"42",""
"Female","76"
"Male","52"
"43",""
"Female","42"
"Male","40"
"44",""
"Female","40"
"Male","33"
"45",""
"Female","115"
"Male","124"
"46",""
"Female","35"
"Male","43"
"47",""
"Female","32"
"Male","36"
"48",""
"Female","56"
"Male","79"
"49",""
"Female","35"
"Male","27"
"5",""
"Female","131"
"Male","126"
"50",""
"Female","148"
"Male","144"
"51",""
"Female","31"
"Male","43"
"52",""
"Female","41"
"Male","39"
"53",""
"Female","34"
"Male","31"
"54",""
"Female","24"
"Male","39"
"55",""
"Female","77"
"Male","97"
"56",""
"Female","36"
"Male","34"
"57",""
"Female","17"
"Male","24"
"58",""
"Female","36"
"Male","35"
"59",""
"Female","24"
"Male","18"
"6",""
"Female","178"
"Male","133"
"60",""
"Female","112"
"Male","145"
"61",""
"Female","20"
"Male","22"
"62",""
"Female","30"
"Male","23"
"63",""
"Female","13"
"Male","25"
"64",""
"Female","16"
"Male","16"
"65",""
"Female","63"
"Male","54"
"66",""
"Female","25"
"Male","18"
"67",""
"Female","12"
"Male","19"
"68",""
"Female","23"
"Male","28"
"69",""
"Female","13"
"Male","17"
"7",""
"Female","169"
"Male","165"
"70",""
"Female","60"
"Male","66"
"71",""
"Female","9"
"Male","23"
"72",""
"Female","28"
"Male","33"
"73",""
"Female","18"
"Male","15"
"74",""
"Female","11"
"Male","6"
"75",""
"Female","34"
"Male","41"
"76",""
"Female","15"
"Male","12"
"77",""
"Female","8"
"Male","10"
"78",""
"Female","17"
"Male","12"
"79",""
"Female","7"
"Male","8"
"8",""
"Female","159"
"Male","161"
"80",""
"Female","31"
"Male","34"
"81",""
"Female","1"
"Male","5"
"82",""
"Female","7"
"Male","5"
"83",""
"Female","3"
"Male","1"
"84",""
"Female","4"
"Male","9"
"85",""
"Female","30"
"Male","38"
"9",""
"Female","162"
"Male","158"
