"Population by Five Years Age Group","Number"
"0-4",""
"Female","571"
"Male","615"
"10-14",""
"Female","890"
"Male","870"
"15-19",""
"Female","613"
"Male","604"
"20-24",""
"Female","438"
"Male","321"
"25-29",""
"Female","374"
"Male","280"
"30-34",""
"Female","344"
"Male","286"
"35-39",""
"Female","315"
"Male","275"
"40-44",""
"Female","356"
"Male","290"
"45-49",""
"Female","273"
"Male","309"
"50-54",""
"Female","278"
"Male","296"
"55-59",""
"Female","190"
"Male","208"
"5-9",""
"Female","799"
"Male","743"
"60-64",""
"Female","191"
"Male","231"
"65-69",""
"Female","136"
"Male","136"
"70-74",""
"Female","126"
"Male","143"
"75+",""
"Female","157"
"Male","175"
