"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","8294"
"Christianity","1939"
"Hindu","72041"
"Islam","973"
"Jainism","0"
"Kirat","758"
"Prakriti","30"
"Sikhism","5"
"Undefined","102"
"Total","84142"
