"Population by Caste Ethinicity","Number"
"Badi",""
"Female","10"
"Male","5"
"","15"
"Bote",""
"Female","130"
"Male","86"
"","216"
"Brahman - Hill",""
"Female","1986"
"Male","1437"
"","3423"
"Chhetri",""
"Female","3683"
"Male","2518"
"","6201"
"Damai/Dholi",""
"Female","283"
"Male","205"
"","488"
"Gurung",""
"Female","9"
"Male","8"
"","17"
"Kami",""
"Female","1020"
"Male","748"
"","1768"
"Kumal",""
"Female","140"
"Male","106"
"","246"
"Magar",""
"Female","4885"
"Male","3444"
"","8329"
"Musalman",""
"Female","13"
"Male","14"
"","27"
"Newar",""
"Female","338"
"Male","242"
"","580"
"Others",""
"Female","14"
"Male","24"
"","38"
"Sanyasi/Dasnami",""
"Female","38"
"Male","30"
"","68"
"Sarki",""
"Female","291"
"Male","189"
"","480"
"Sonar",""
"Female","12"
"Male","8"
"","20"
"Terai Others",""
"Female","11"
"Male","11"
"","22"
"Thakuri",""
"Female","50"
"Male","49"
"","99"
