"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","43"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","134"
"Not Sated about Fuel","6"
"OthersFuel","0"
"Wood/FireWood","5080"
"Total","5266"
