"Number of households by type of outer wall","Number"
"BambooWall","3002"
"Cement Bonded Bricks/Stone Wall","663"
"Mud Bonded Bricks/Stone Wall","56"
"Not stated","283"
"Others","0"
"Unbaked Bricks","8"
"Wood/Planks","233"
"Total","4245"
