"Population by Five Years Age Group","Number"
"0-4",""
"Female","1225"
"Male","1281"
"10-14",""
"Female","1660"
"Male","1697"
"15-19",""
"Female","929"
"Male","909"
"20-24",""
"Female","896"
"Male","734"
"25-29",""
"Female","920"
"Male","626"
"30-34",""
"Female","873"
"Male","522"
"35-39",""
"Female","816"
"Male","577"
"40-44",""
"Female","653"
"Male","590"
"45-49",""
"Female","563"
"Male","540"
"50-54",""
"Female","446"
"Male","505"
"55-59",""
"Female","383"
"Male","469"
"5-9",""
"Female","1727"
"Male","1748"
"60-64",""
"Female","300"
"Male","369"
"65-69",""
"Female","221"
"Male","264"
"70-74",""
"Female","178"
"Male","174"
"75+",""
"Female","141"
"Male","148"
