"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","15"
"Cow Dung","3824"
"Electricity","0"
"Kerosene","60"
"LP Gas","26"
"Not stated","65"
"Others","16"
"Wood/Firewood","239"
"Total","4245"
