"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","35"
"Cow Dung","3667"
"Electricity","5"
"Kerosene","71"
"LP Gas","131"
"Not stated","113"
"Others","3"
"Wood/Firewood","4732"
"Total","8757"
