"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1252"
"Cow Dung","84"
"Electricity Fuel","7"
"KeroseneFuel","189"
"LP Gas","7010"
"Not Sated about Fuel","145"
"OthersFuel","215"
"Wood/FireWood","20241"
"Total","29143"
